오프라인 보상 ID,스테이지 레벨,단위 시간 (분),보상 가중치,골드 보상 (분),경험 치 보상 (분),장비 드랍 id,장비 드랍 확률(%),픽시조각 드랍 확률(%),스킬 주문서 드랍 확률(%),스킬 잼 드랍 확률(%),입장권 드랍 확률(%),빙고 일반 링크 드랍 확률,빙고 희귀 링크 드랍 확률,빙고 영웅 링크 드랍 확률,빙고 전설 링크 드랍 확률,빙고 신화 링크 드랍 확률,당기기 아이템 A드랍 확률,빙고 아이템 B드랍 확률,시너지 (일반),시너지 (희귀),시너지 (영웅),시너지 (전설),시너지 (신화)
6610145,145,0.5,0.6,990288017056,81020,6520145,0.12,1.2,0.6,0.12,0,0.12,0.06,0.012,0.006,0.0012,0.6,0.12,1.2,0.6,0.12,0.06,0.012
6610146,146,0.5,0.6,1138831216915,85071,6520146,0.12,1.2,0.6,0.12,0,0.12,0.06,0.012,0.006,0.0012,0.6,0.12,1.2,0.6,0.12,0.06,0.012
6610147,147,0.5,0.6,1309655896752,89324,6520147,0.12,1.2,0.6,0.12,0,0.12,0.06,0.012,0.006,0.0012,0.6,0.12,1.2,0.6,0.12,0.06,0.012
6610148,148,0.5,0.6,1506104278565,93791,6520148,0.12,1.2,0.6,0.12,0,0.12,0.06,0.012,0.006,0.0012,0.6,0.12,1.2,0.6,0.12,0.06,0.012
6610149,149,0.5,0.6,1732019917649,98480,6520149,0.12,1.2,0.6,0.12,0,0.12,0.06,0.012,0.006,0.0012,0.6,0.12,1.2,0.6,0.12,0.06,0.012
6610150,150,0.5,0.6,1991822902597,103404,6520150,0.12,1.2,0.6,0.12,0,0.12,0.06,0.012,0.006,0.0012,0.6,0.12,1.2,0.6,0.12,0.06,0.012
6610151,151,0.5,0.6,2290596335286,108574,6520151,0.12,1.2,0.6,0.12,0,0.12,0.06,0.012,0.006,0.0012,0.6,0.12,1.2,0.6,0.12,0.06,0.012
6610152,152,0.5,0.6,2634185782879,114003,6520152,0.12,1.2,0.6,0.12,0,0.12,0.06,0.012,0.006,0.0012,0.6,0.12,1.2,0.6,0.12,0.06,0.012
6610153,153,0.5,0.6,3029313647611,119703,6520153,0.12,1.2,0.6,0.12,0,0.12,0.06,0.012,0.006,0.0012,0.6,0.12,1.2,0.6,0.12,0.06,0.012
6610154,154,0.5,0.6,3483710692053,125688,6520154,0.12,1.2,0.6,0.12,0,0.12,0.06,0.012,0.006,0.0012,0.6,0.12,1.2,0.6,0.12,0.06,0.012
6610155,155,0.5,0.6,4006267293161,131973,6520155,0.12,1.2,0.6,0.12,0,0.12,0.06,0.012,0.006,0.0012,0.6,0.12,1.2,0.6,0.12,0.06,0.012
6610156,156,0.5,0.6,4607207384435,138571,6520156,0.12,1.2,0.6,0.12,0,0.12,0.06,0.012,0.006,0.0012,0.6,0.12,1.2,0.6,0.12,0.06,0.012
6610157,157,0.5,0.6,5298288489400,145500,6520157,0.12,1.2,0.6,0.12,0,0.12,0.06,0.012,0.006,0.0012,0.6,0.12,1.2,0.6,0.12,0.06,0.012
6610158,158,0.5,0.6,6093031760110,152775,6520158,0.12,1.2,0.6,0.12,0,0.12,0.06,0.012,0.006,0.0012,0.6,0.12,1.2,0.6,0.12,0.06,0.012
6610159,159,0.5,0.6,7006986521427,160414,6520159,0.12,1.2,0.6,0.12,0,0.12,0.06,0.012,0.006,0.0012,0.6,0.12,1.2,0.6,0.12,0.06,0.012
6610160,160,0.5,0.6,8058034496940,168434,6520160,0.12,1.2,0.6,0.12,0,0.12,0.06,0.012,0.006,0.0012,0.6,0.12,1.2,0.6,0.12,0.06,0.012
6610161,161,0.5,0.6,9266739668782,176856,6520161,0.12,1.2,0.6,0.12,0,0.12,0.06,0.012,0.006,0.0012,0.6,0.12,1.2,0.6,0.12,0.06,0.012
6610162,162,0.5,0.6,10656750616399,185699,6520162,0.12,1.2,0.6,0.12,0,0.12,0.06,0.012,0.006,0.0012,0.6,0.12,1.2,0.6,0.12,0.06,0.012
6610163,163,0.5,0.6,12255263206159,194984,6520163,0.12,1.2,0.6,0.12,0,0.12,0.06,0.012,0.006,0.0012,0.6,0.12,1.2,0.6,0.12,0.06,0.012
6610164,164,0.5,0.6,14093552684382,204733,6520164,0.12,1.2,0.6,0.12,0,0.12,0.06,0.012,0.006,0.0012,0.6,0.12,1.2,0.6,0.12,0.06,0.012
6610165,165,0.5,0.6,16207585584340,214970,6520165,0.12,1.2,0.6,0.12,0,0.12,0.06,0.012,0.006,0.0012,0.6,0.12,1.2,0.6,0.12,0.06,0.012
6610166,166,0.5,0.6,18638723419291,225718,6520166,0.12,1.2,0.6,0.12,0,0.12,0.06,0.012,0.006,0.0012,0.6,0.12,1.2,0.6,0.12,0.06,0.012
6610167,167,0.5,0.6,21434531929484,237004,6520167,0.12,1.2,0.6,0.12,0,0.12,0.06,0.012,0.006,0.0012,0.6,0.12,1.2,0.6,0.12,0.06,0.012
6610168,168,0.5,0.6,24649711716207,248854,6520168,0.12,1.2,0.6,0.12,0,0.12,0.06,0.012,0.006,0.0012,0.6,0.12,1.2,0.6,0.12,0.06,0.012
6610169,169,0.5,0.6,28347168470938,261297,6520169,0.12,1.2,0.6,0.12,0,0.12,0.06,0.012,0.006,0.0012,0.6,0.12,1.2,0.6,0.12,0.06,0.012
6610170,170,0.5,0.6,32599243738879,274362,6520170,0.12,1.2,0.6,0.12,0,0.12,0.06,0.012,0.006,0.0012,0.6,0.12,1.2,0.6,0.12,0.06,0.012
6610171,171,0.5,0.6,37489130297011,288080,6520171,0.12,1.2,0.6,0.12,0,0.12,0.06,0.012,0.006,0.0012,0.6,0.12,1.2,0.6,0.12,0.06,0.012
6610172,172,0.5,0.6,43112499838862,302484,6520172,0.12,1.2,0.6,0.12,0,0.12,0.06,0.012,0.006,0.0012,0.6,0.12,1.2,0.6,0.12,0.06,0.012
6610173,173,0.5,0.6,49579374811991,317608,6520173,0.12,1.2,0.6,0.12,0,0.12,0.06,0.012,0.006,0.0012,0.6,0.12,1.2,0.6,0.12,0.06,0.012
6610174,174,0.5,0.6,57016281031090,333489,6520174,0.12,1.2,0.6,0.12,0,0.12,0.06,0.012,0.006,0.0012,0.6,0.12,1.2,0.6,0.12,0.06,0.012
6610175,175,0.5,0.6,65568723183054,350163,6520175,0.12,1.2,0.6,0.12,0,0.12,0.06,0.012,0.006,0.0012,0.6,0.12,1.2,0.6,0.12,0.06,0.012
6610176,176,0.5,0.6,75404031657812,367671,6520176,0.12,1.2,0.6,0.12,0,0.12,0.06,0.012,0.006,0.0012,0.6,0.12,1.2,0.6,0.12,0.06,0.012
6610177,177,0.5,0.6,86714636403783,386055,6520177,0.12,1.2,0.6,0.12,0,0.12,0.06,0.012,0.006,0.0012,0.6,0.12,1.2,0.6,0.12,0.06,0.012
6610178,178,0.5,0.6,99721831861651,405358,6520178,0.12,1.2,0.6,0.12,0,0.12,0.06,0.012,0.006,0.0012,0.6,0.12,1.2,0.6,0.12,0.06,0.012
6610179,179,0.5,0.6,114680106638198,425626,6520179,0.12,1.2,0.6,0.12,0,0.12,0.06,0.012,0.006,0.0012,0.6,0.12,1.2,0.6,0.12,0.06,0.012
6610180,180,0.5,0.6,131882122631228,446907,6520180,0.12,1.2,0.6,0.12,0,0.12,0.06,0.012,0.006,0.0012,0.6,0.12,1.2,0.6,0.12,0.06,0.012
6610181,181,0.5,0.6,151664441023212,469252,6520181,0.12,1.2,0.6,0.12,0,0.12,0.06,0.012,0.006,0.0012,0.6,0.12,1.2,0.6,0.12,0.06,0.012
6610182,182,0.5,0.6,174414107173994,492715,6520182,0.12,1.2,0.6,0.12,0,0.12,0.06,0.012,0.006,0.0012,0.6,0.12,1.2,0.6,0.12,0.06,0.012
6610183,183,0.5,0.6,200576223247393,517351,6520183,0.12,1.2,0.6,0.12,0,0.12,0.06,0.012,0.006,0.0012,0.6,0.12,1.2,0.6,0.12,0.06,0.012
6610184,184,0.5,0.6,230662656731802,543218,6520184,0.12,1.2,0.6,0.12,0,0.12,0.06,0.012,0.006,0.0012,0.6,0.12,1.2,0.6,0.12,0.06,0.012
6610185,185,0.5,0.6,265262055238873,570379,6520185,0.12,1.2,0.6,0.12,0,0.12,0.06,0.012,0.006,0.0012,0.6,0.12,1.2,0.6,0.12,0.06,0.012
6610186,186,0.5,0.6,305051363522004,598898,6520186,0.12,1.2,0.6,0.12,0,0.12,0.06,0.012,0.006,0.0012,0.6,0.12,1.2,0.6,0.12,0.06,0.012
6610187,187,0.5,0.6,350809068047604,628843,6520187,0.12,1.2,0.6,0.12,0,0.12,0.06,0.012,0.006,0.0012,0.6,0.12,1.2,0.6,0.12,0.06,0.012
6610188,188,0.5,0.6,403430428252045,660285,6520188,0.12,1.2,0.6,0.12,0,0.12,0.06,0.012,0.006,0.0012,0.6,0.12,1.2,0.6,0.12,0.06,0.012
6610189,189,0.5,0.6,463944992487152,693299,6520189,0.12,1.2,0.6,0.12,0,0.12,0.06,0.012,0.006,0.0012,0.6,0.12,1.2,0.6,0.12,0.06,0.012
6610190,190,0.5,0.6,533536741357524,727964,6520190,0.12,1.2,0.6,0.12,0,0.12,0.06,0.012,0.006,0.0012,0.6,0.12,1.2,0.6,0.12,0.06,0.012
6610191,191,0.5,0.6,613567252558453,764362,6520191,0.12,1.2,0.6,0.12,0,0.12,0.06,0.012,0.006,0.0012,0.6,0.12,1.2,0.6,0.12,0.06,0.012
6610192,192,0.5,0.6,705602340439521,802581,6520192,0.12,1.2,0.6,0.12,0,0.12,0.06,0.012,0.006,0.0012,0.6,0.12,1.2,0.6,0.12,0.06,0.012
6610193,193,0.5,0.6,811442691502749,842710,6520193,0.12,1.2,0.6,0.12,0,0.12,0.06,0.012,0.006,0.0012,0.6,0.12,1.2,0.6,0.12,0.06,0.012
6610194,194,0.5,0.6,933159095225461,884845,6520194,0.12,1.2,0.6,0.12,0,0.12,0.06,0.012,0.006,0.0012,0.6,0.12,1.2,0.6,0.12,0.06,0.012
6610195,195,0.5,0.6,1073132959506580,929087,6520195,0.12,1.2,0.6,0.12,0,0.12,0.06,0.012,0.006,0.0012,0.6,0.12,1.2,0.6,0.12,0.06,0.012
6610196,196,0.5,0.6,1234102903429870,975542,6520196,0.12,1.2,0.6,0.12,0,0.12,0.06,0.012,0.006,0.0012,0.6,0.12,1.2,0.6,0.12,0.06,0.012
6610197,197,0.5,0.6,1419218338941650,1024319,6520197,0.12,1.2,0.6,0.12,0,0.12,0.06,0.012,0.006,0.0012,0.6,0.12,1.2,0.6,0.12,0.06,0.012
6610198,198,0.5,0.6,1632101089780190,1075535,6520198,0.12,1.2,0.6,0.12,0,0.12,0.06,0.012,0.006,0.0012,0.6,0.12,1.2,0.6,0.12,0.06,0.012
6610199,199,0.5,0.6,1876916253244520,1129311,6520199,0.12,1.2,0.6,0.12,0,0.12,0.06,0.012,0.006,0.0012,0.6,0.12,1.2,0.6,0.12,0.06,0.012
6610200,200,0.5,0.6,2158453691228500,1185777,6520200,0.12,1.2,0.6,0.12,0,0.12,0.06,0.012,0.006,0.0012,0.6,0.12,1.2,0.6,0.12,0.06,0.012
